public_URL,talk_id,description,views,event
"<link href=""https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator"" rel=""canonical""/>",2458,"Tim Urban knows that procrastination doesn't make sense, but he's never been able to shake his habit of waiting until the last minute to get things done. In this hilarious and insightful talk, Urban takes us on a journey through YouTube binges, Wikipedia rabbit holes and bouts of staring out the window -- and encourages us to think harder about what we're really procrastinating on, before we run out of time.",19640228,TED2016
"<link href=""https://www.ted.com/talks/michael_shermer_the_pattern_behind_self_deception"" rel=""canonical""/>",884,"Michael Shermer says the human tendency to believe strange things -- from alien abductions to dowsing rods -- boils down to two of the brain's most basic, hard-wired survival skills. He explains what they are, and how they get us into trouble.",2535802,TED2010
"<link href=""https://www.ted.com/talks/niki_okuk_when_workers_own_companies_the_economy_is_more_resilient"" rel=""canonical""/>",2847,"Another economic reality is possible -- one that values community, sustainability and resiliency instead of profit by any means necessary. Niki Okuk shares her case for cooperative economics and a vision for how working-class people can organize and own the businesses they work for, making decisions for themselves and enjoying the fruits of their labor.",1131242,TEDxCrenshaw
"<link href=""https://www.ted.com/talks/jonathan_drori_why_we_re_storing_billions_of_seeds"" rel=""canonical""/>",556,"In this brief talk from TED U 2009, Jonathan Drori encourages us to save biodiversity -- one seed at a time. Reminding us that plants support human life, he shares the vision of the Millennium Seed Bank, which has stored over 3 billion seeds to date from dwindling yet essential plant species.",582204,TED2009
"<link href=""https://www.ted.com/talks/niti_bhan_the_hidden_opportunities_of_the_informal_economy"" rel=""canonical""/>",3642,"Niti Bhan studies business strategy for Africa's informal markets: the small shops and stands, skilled craftspeople and laborers who are the invisible engine that keeps the continent's economy running. It's tempting to think of these workers as tax-dodgers, even criminals -- but Bhan makes the case that this booming segment of the economy is legitimate and worthy of investment. ""These are the fertile seeds of businesses and enterprises,"" Bhan says. ""Can we start by recognizing these skills and occupations?""",1077036,TEDGlobal 2017
"<link href=""https://www.ted.com/talks/david_carson_on_design"" rel=""canonical""/>",436,Great design is a never-ending journey of discovery -- for which it helps to pack a healthy sense of humor. Sociologist and surfer-turned-designer David Carson walks through a gorgeous (and often quite funny) slide deck of his work and found images.,815367,TED2003
"<link href=""https://www.ted.com/talks/rebecca_brachman_could_a_drug_prevent_depression_and_ptsd"" rel=""canonical""/>",2648,"The path to better medicine is paved with accidental yet revolutionary discoveries. In this well-told tale of how science happens, neuroscientist Rebecca Brachman shares news of a serendipitous breakthrough treatment that may prevent mental disorders like depression and PTSD from ever developing. And listen for an unexpected -- and controversial -- twist. ",1306058,TEDxNewYork
"<link href=""https://www.ted.com/talks/ed_gavagan_a_story_about_knots_and_surgeons"" rel=""canonical""/>",1566,"One day, Ed Gavagan was sitting on the subway, watching two young med students practicing their knots. And a powerful memory washed over him -- of one shocking moment that changed his life forever. An unforgettable story of crime, skill and gratitude.",962507,TEDMED 2012
"<link href=""https://www.ted.com/talks/claron_mcfadden_singing_the_primal_mystery"" rel=""canonical""/>",1105,"""The human voice: mysterious, spontaneous, primal."" With these words, soprano Claron McFadden invites us to explore the mysteries of breathing and singing, as she performs the intriguing modern song ""Aria,"" by John Cage.",413636,TEDxAmsterdam
"<link href=""https://www.ted.com/talks/kevin_briggs_the_bridge_between_suicide_and_life"" rel=""canonical""/>",1997,"For many years Sergeant Kevin Briggs had a dark, unusual, at times strangely rewarding job: He patrolled the southern end of San Francisco’s Golden Gate Bridge, a popular site for suicide attempts. In a sobering, deeply personal talk Briggs shares stories from those he’s spoken — and listened — to standing on the edge of life. He gives a powerful piece of advice to those with loved ones who might be contemplating suicide.",2832906,TED2014
"<link href=""https://www.ted.com/talks/meaghan_ramsey_why_thinking_you_re_ugly_is_bad_for_you"" rel=""canonical""/>",2102,"About 10,000 people a month Google the phrase, “Am I ugly?” Meaghan Ramsey of the Dove Self-Esteem Project has a feeling that many of them are young girls. In a deeply unsettling talk, she walks us through the surprising impacts of low body and image confidence—from lower grade point averages to greater risk-taking with drugs and alcohol. And then shares the key things all of us can do to disrupt this reality.",3921058,TED@Unilever
"<link href=""https://www.ted.com/talks/elizabeth_murchison"" rel=""canonical""/>",1229,"What is killing the Tasmanian devil? A virulent cancer is infecting them by the thousands  -- and unlike most cancers, it's contagious. Researcher Elizabeth Murchison tells us how she's fighting to save the Taz, and what she's learning about all cancers from this unusual strain. Contains disturbing images of facial cancer.",494859,TEDGlobal 2011
"<link href=""https://www.ted.com/talks/craig_venter_unveils_synthetic_life"" rel=""canonical""/>",863,"Craig Venter and team make a historic announcement: they've created the first fully functioning, reproducing cell controlled by synthetic DNA. He explains how they did it and why the achievement marks the beginning of a new era for science.",1110835,TED in the Field
"<link href=""https://www.ted.com/talks/steve_truglia_a_leap_from_the_edge_of_space"" rel=""canonical""/>",627,"At his day job, Steve Truglia flips cars, walks through fire and falls out of buildings -- pushing technology to make stunts bigger, safer, more awesome. He talks us through his next stunt: the highest jump ever attempted, from the very edge of space.",584722,TEDGlobal 2009
"<link href=""https://www.ted.com/talks/shereen_el_feki_a_little_told_tale_of_sex_and_sensuality"" rel=""canonical""/>",1909,"“If you really want to know a people, start by looking inside their bedrooms,"" says Shereen El Feki, who traveled through the Middle East for five years, talking to people about sex. While those conversations reflected rigid norms and deep repression, El Feki also discovered that sexual conservatism in the Arab world is a relatively new thing. She wonders: could a re-emergence of public dialogue lead to more satisfying, and safer, sex lives?",2017878,TEDGlobal 2013
"<link href=""https://www.ted.com/talks/alisa_miller_shares_the_news_about_the_news"" rel=""canonical""/>",248,"Alisa Miller, head of Public Radio International, talks about why -- though we want to know more about the world than ever -- the media is actually showing us less. Eye-opening stats and graphs.",1978831,TED2008
"<link href=""https://www.ted.com/talks/jon_boogz_and_lil_buck_a_dance_to_honor_mother_earth"" rel=""canonical""/>",2851,"Movement artists Jon Boogz and Lil Buck debut ""Honor thy mother,"" a delicate, powerful performance of spoken word, violin and dance that draws on the tormented relationship between nature and humanity.",256660,TED2017
"<link href=""https://www.ted.com/talks/kaki_king_rocks_out_to_pink_noise"" rel=""canonical""/>",557,"Kaki King, the first female on Rolling Stone's ""guitar god"" list, rocks out to a full live set at TED2008, including her breakout single, ""Playing with Pink Noise."" Jaw-dropping virtuosity meets a guitar technique that truly stands out.",1088538,TED2008
"<link href=""https://www.ted.com/talks/mike_rowe_celebrates_dirty_jobs"" rel=""canonical""/>",477,"Mike Rowe, the host of ""Dirty Jobs,"" tells some compelling (and horrifying) real-life job stories. Listen for his insights and observations about the nature of hard work, and how it’s been unjustifiably degraded in society today.",4769034,EG 2008
